"pid","total_returned","total_sold","return_rate","channel","date_id","net_sales_amount","month_01","month_02","month_03","month_04","month_05","month_06","month_07","month_08","month_09","month_10","month_11","month_12","day_of_the_week_Friday","day_of_the_week_Monday","day_of_the_week_Saturday","day_of_the_week_Sunday","day_of_the_week_Thursday","day_of_the_week_Tuesday","day_of_the_week_Wednesday"
"025064e4d393b0a",-2,36,0.0555555555555556,"0",2019-10-12,34,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"025a46f02847297",-1,4,0.25,"0",2022-06-15,3,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0268c00fb2802a3",0,8,0,"0",2022-03-19,8,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"026d2ccf64c5674",0,4,0,"0",2022-09-23,4,"0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"0274390f5933ae3",-1,3,0.333333333333333,"1",2022-05-19,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0277047df53a902",0,4,0,"0",2022-10-08,4,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"0278a26df73e8be",0,1,0,"1",2022-03-14,1,"0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"027ad5ccb7f59c4",-1,9,0.111111111111111,"0",2022-06-09,8,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0287add3b742590",0,14,0,"0",2022-08-20,14,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"029d8da97c48e3a",0,2,0,"0",2022-12-24,2,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"029df8205651d51",-1,2,0.5,"1",2022-05-21,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"02b384708bc6db1",0,1,0,"0",2022-09-06,1,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"02c4e7440b737b8",0,3,0,"1",2022-04-09,3,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"02d44b6c3286201",-1,28,0.0357142857142857,"0",2022-09-02,27,"0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"02e395ad33fcc4b",-1,31,0.032258064516129,"0",2022-05-14,30,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"02e6737e50ba2f1",0,16,0,"0",2022-08-23,16,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"02fa032e22ab613",0,1,0,"1",2022-02-28,1,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"0305d505169ec75",0,6,0,"0",2022-12-15,6,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"030629a82e498a2",0,25,0,"0",2022-02-24,25,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0312614b5ace091",0,4,0,"0",2022-09-09,4,"0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"0317ba8acf899b5",-1,4,0.25,"1",2022-08-24,3,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"03281d3ce0407a3",-2,12,0.166666666666667,"0",2022-03-03,10,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0338c836f79f770",-1,1,1,"1",2022-04-24,0,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"033b47958c70258",0,5.95637635417555,0,"0",2022-03-06,5.95637635417555,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"033b99611d8dc7f",0,1,0,"0",2022-09-29,1,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"0341bee39b749dc",0,1,0,"0",2022-09-27,1,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"03479b8038e9f66",0,74,0,"0",2022-10-15,74,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"034803d0e93bf4c",0,38,0,"0",2022-02-19,38,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0348d2206d5d644",-1,14,0.0714285714285714,"0",2022-08-21,13,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"034f0076652b964",0,1,0,"0",2022-11-11,1,"0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0356cb4382d927e",0,16.9127527083511,0,"0",2022-05-21,16.9127527083511,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"036020d963651d0",0,5,0,"0",2022-04-02,5,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"03605503ec9b214",0,3,0,"0",2021-04-02,3,"0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0362cecc2b20363",0,3,0,"0",2022-04-08,3,"0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0374d20605d5f73",-2,5,0.4,"0",2022-12-11,3,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"038c8c8c5e4a11b",0,3,0,"0",2022-11-18,3,"0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0395933720f5ee6",0,1,0,"0",2022-12-09,1,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"03c56bad81a65d2",0,1,0,"1",2022-04-01,1,"0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"03c61c8f52f4ba0",-1,2,0.5,"1",2022-04-02,1,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"03cac7c692f6c2b",0,2,0,"0",2022-04-08,2,"0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"03ce5f60c8edee5",0,10,0,"0",2021-12-18,10,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"03d6fc9e3c99ffc",0,2,0,"0",2022-10-15,2,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"03fa5d8266e2189",0,2,0,"0",2022-07-01,2,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"0400a6a4d896762",0,9,0,"0",2022-01-01,9,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"04080270b0d776b",0,3,0,"0",2022-11-19,3,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"0408e7c74f13071",0,4,0,"0",2022-09-02,4,"0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"040cf0039b84484",0,1,0,"1",2022-06-19,1,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"040ff6439daaab2",-2,8,0.25,"0",2022-05-27,6,"0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0411a4259bcac0f",0,2,0,"0",2022-08-31,2,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"04140538ee3df08",0,21,0,"0",1753-01-01,21,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"0418a6e6dac14e2",0,1,0,"0",2023-05-25,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"041e5fd9f024660",0,1,0,"1",2022-09-11,1,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"0420ab94c6799a5",0,7,0,"0",2022-08-05,7,"0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"04430bfb731cee2",0,4,0,"0",2022-12-17,4,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"04434ba2e9a0bba",0,11,0,"0",1753-01-01,11,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"04438b135bbcdf7",0,1,0,"0",2021-12-18,1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"044c12e3b4862a7",0,16,0,"0",2022-03-12,16,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"045285016364f7b",-2,21,0.0952380952380952,"0",2022-04-13,19,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"04656e7e6326f4c",-1,1,1,"1",2021-12-29,0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"04736aca0d9607f",0,2.95637635417555,0,"0",2022-12-31,2.95637635417555,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"04748ef35db8103",0,2.95637635417555,0,"1",2021-08-27,2.95637635417555,"0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"0478e56e1c2d733",0,27.9563763541756,0,"0",2022-03-19,27.9563763541756,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"049179fd1f18595",0,21,0,"0",2022-02-26,21,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"04949476342ec7a",0,35,0,"0",2022-05-07,35,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"049975670b1755d",-1,3,0.333333333333333,"0",2022-02-02,2,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"049c7cede9be0df",0,4,0,"0",2022-03-22,4,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"04a1e502d3609f8",0,2,0,"0",2022-09-07,2,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"04b7b4e327ffb42",0,13,0,"0",2022-02-25,13,"0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"04c42d21e7eec6e",0,0.956376354175552,0,"0",2022-03-25,0.956376354175552,"0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"04c46783cfb0752",0,4,0,"0",2022-10-09,4,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"04c5250a8615b97",0,2,0,"0",2022-04-10,2,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"04d5f4da68ceceb",0,10,0,"0",2022-08-28,10,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"04dae410ab4d546",0,3,0,"1",2022-05-22,3,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"04fa13bf85f5125",0,2,0,"0",2022-09-22,2,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"04ff1bc09774e71",0,2,0,"0",2022-04-26,2,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"050c31b8f28d451",0,33,0,"0",2022-05-14,33,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"050f3d9e41facf8",0,1,0,"0",2022-03-26,1,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0512a718d092629",0,15,0,"0",2022-01-21,15,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0516ac7d976520b",-1,21,0.0476190476190476,"0",2021-12-18,20,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"0518fc68fca5b27",0,3,0,"0",2022-03-11,3,"0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"053d3373691a2c7",0,19,0,"0",2022-02-26,19,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0552deb9939d0a3",0,27,0,"0",2022-09-30,27,"0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"055579c31eb7fec",0,4,0,"0",2022-08-13,4,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"055628ab38d631a",-3,50,0.06,"0",2022-04-30,47,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0572ac85df54bfc",-2,96,0.0208333333333333,"0",2022-12-24,94,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"05744339c304f21",0,1,0,"1",2022-01-21,1,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"057c6e5715a4f09",-1,2,0.5,"1",2021-08-18,1,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"058034181bfc5f6",0,17,0,"0",2022-05-07,17,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"058265c9381ce58",-2,15,0.133333333333333,"1",2022-04-21,13,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0582de5f17d85fd",-1,1,1,"1",2022-02-17,0,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"058ba63b4a83d3e",-1,4,0.25,"1",2022-02-13,3,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"05936098e9daa26",0,3,0,"0",2022-03-28,3,"0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"0594a774f84862b",-1,11,0.0909090909090909,"0",2021-12-04,10,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"0595489d13c0ac2",-1,16,0.0625,"0",2022-04-24,15,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"059991ed8c7e492",0,2,0,"0",2022-06-18,2,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"05b0c5349bd4391",-2,18,0.111111111111111,"0",2022-05-24,16,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"05b4250f092a5a5",0,7,0,"1",2022-03-06,7,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"05bac98150b46cb",-1,22,0.0454545454545455,"0",2022-09-24,21,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"05bca4589fe039b",-1,5,0.2,"0",2020-06-18,4,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"05cc1312b632071",0,3,0,"0",2022-10-22,3,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"05cc7c9e3ace4b4",0,4,0,"1",2022-06-30,4,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"05d2c0cb2ed4963",0,2,0,"0",2022-02-23,2,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"05e50dd31602671",0,14,0,"0",2022-09-10,14,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"05e780a3cb2d868",-3,68,0.0441176470588235,"0",2022-07-09,65,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"05e7c62bd0bcdee",0,15,0,"0",2022-11-05,15,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"05ec72f389d8320",-4,20,0.2,"0",2022-03-06,16,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"05f1aca2cff4532",0,4,0,"0",2022-04-07,4,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"060d56a6ac3c495",0,2,0,"0",2022-10-23,2,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"060f2989dbdd7e0",0,1,0,"1",2022-07-08,1,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"060ff4d54f2292f",0,1,0,"1",2022-04-21,1,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0613628c66138a8",-3,60,0.05,"0",2022-05-14,57,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"06141e51234f537",0,1,0,"1",2022-08-16,1,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"061547b0d520cdc",0,4,0,"0",2022-09-30,4,"0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"061e267d1e50fdd",0,11,0,"0",2021-12-18,11,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"0621b76f9409964",0,16,0,"0",2022-02-20,16,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"063142734e84df5",0,1.95637635417555,0,"0",2022-08-31,1.95637635417555,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"06326646c335c8f",0,2,0,"1",2022-06-30,2,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0637783402fbdcd",0,2,0,"0",2022-04-02,2,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0637c13d2173d89",-1,8,0.125,"0",2022-02-16,7,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"063838364555ef4",-1,7,0.142857142857143,"0",2022-01-22,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"06591cb2c712e68",-2,4,0.5,"0",2022-09-21,2,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"065f21210de0b08",0,7,0,"0",2022-09-18,7,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"066809bd893366c",0,77,0,"0",2022-11-18,77,"0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"066c5a3a138c1b5",-1,22,0.0454545454545455,"0",2022-10-15,21,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"0671f644b0a6d6a",0,9,0,"0",2022-07-16,9,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"06762ccbe3baca8",0,1,0,"1",2022-04-02,1,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0679c7bde6bddf0",-1,2,0.5,"1",2022-07-27,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
